VR-VC-BENCH-CPH (Mint)/CT Large - 6602 images,VR-VC-BENCH-CPH (Mint)/MR Large - 3600 images,VR-VC-BENCH-CPH (Mint)/PETCT Medium - 2031 images,VR-VC-BENCH-CPH (Mint)/PETCT Small - 454 images
86.000000,49.781250,75.343750,14.609375
