VR-VC-CPH/CT Large - 6602 images,VR-VC-CPH/MG DBT - 267 images,VR-VC-CPH/MR Large - 3600 images,VR-VC-CPH/Many Studies,VR-VC-CPH/Multi-series CT - ~2500 images,VR-VC-CPH/PETCT Medium - 2031 images,VR-VC-CPH/PETCT Small - 454 images
1881.666667,2149.000000,1578.666667,1775.000000,1923.000000,1541.000000,1202.333333
