VR-VC-BENCH-CPH (Mint)/CT Large - 6602 images,VR-VC-BENCH-CPH (Mint)/MR Large - 3600 images,VR-VC-BENCH-CPH (Mint)/PETCT Medium - 2031 images,VR-VC-BENCH-CPH (Mint)/PETCT Small - 454 images
5054.000000,2324.000000,2438.000000,1659.000000
