VR-VC-CPH/CT Large - 6602 images,VR-VC-CPH/MG DBT - 267 images,VR-VC-CPH/MR Large - 3600 images,VR-VC-CPH/Many Studies,VR-VC-CPH/Multi-series CT - ~2500 images,VR-VC-CPH/PETCT Medium - 2031 images,VR-VC-CPH/PETCT Small - 454 images
12767.000000,4540.666667,1765.000000,2193.000000,5640.000000,4562.666667,1542.333333
