VR-VC-CPH/CT Large - 6602 images,VR-VC-CPH/Many Studies,VR-VC-CPH/Multi-series CT - ~2500 images,VR-VC-CPH/PETCT Small - 454 images
3447.333333,992.000000,776.000000,513.000000
