VR-VC-CPH/CT Large - 6602 images,VR-VC-CPH/MG DBT - 267 images,VR-VC-CPH/MR Large - 3600 images,VR-VC-CPH/Many Studies,VR-VC-CPH/Multi-series CT - ~2500 images,VR-VC-CPH/PETCT Medium - 2031 images,VR-VC-CPH/PETCT Small - 454 images
16289228117.333334,5986175658.666667,1711767552.000000,613650432.000000,4026751658.666667,3198257834.666667,666630826.666667
