VR-VC-CPH/CT Large - 6602 images,VR-VC-CPH/Many Studies,VR-VC-CPH/Multi-series CT - ~2500 images,VR-VC-CPH/PETCT Small - 454 images
41298.666667,1500.666667,1440.000000,699.000000
