VR-VC-CPH (Mint)/CT Large - 6602 images,VR-VC-CPH (Mint)/PETCT Medium - 2031 images,VR-VC-CPH (Mint)/PETCT Small - 454 images
152502.000000,10863.000000,4836.000000
