VR-VC-CPH (Mint)/CT Large - 6602 images,VR-VC-CPH (Mint)/PETCT Medium - 2031 images,VR-VC-CPH (Mint)/PETCT Small - 454 images
16427069440.000000,3308908544.000000,704483328.000000
