VR-VC-CPH (Mint)/CT Large - 6602 images,VR-VC-CPH (Mint)/PETCT Medium - 2031 images,VR-VC-CPH (Mint)/PETCT Small - 454 images
106060.000000,28218.600000,5147.800000
