VR-VC-CPH (Mint)/CT Large - 6602 images,VR-VC-CPH (Mint)/PETCT Medium - 2031 images,VR-VC-CPH (Mint)/PETCT Small - 454 images
23412.800000,10028.800000,4153.400000
