VR-VC-CPH/CT Large - 6602 images,VR-VC-CPH/MG DBT - 267 images,VR-VC-CPH/MR Large - 3600 images,VR-VC-CPH/Many Studies,VR-VC-CPH/Multi-series CT - ~2500 images,VR-VC-CPH/PETCT Medium - 2031 images,VR-VC-CPH/PETCT Small - 454 images
1414.000000,1392.000000,1060.666667,1499.666667,1438.333333,953.333333,856.666667
