VR-VC-CPH/CT Large - 6602 images,VR-VC-CPH/MG DBT - 267 images,VR-VC-CPH/MR Large - 3600 images,VR-VC-CPH/Many Studies,VR-VC-CPH/Multi-series CT - ~2500 images,VR-VC-CPH/PETCT Medium - 2031 images,VR-VC-CPH/PETCT Small - 454 images
169.520833,39.307292,14.895833,5.023438,40.145833,25.776042,5.140625
