VR-VC-CPH (Mint)/CT Large - 6602 images,VR-VC-CPH (Mint)/PETCT Medium - 2031 images,VR-VC-CPH (Mint)/PETCT Small - 454 images
3024.000000,1729.000000,1101.000000
